Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Age
Hyundai,585000,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,8
Mahindra,1035000,79000,Diesel,Manual,Mysore,Green,First,Individual,2498,105,247,AWD,3920.0,1710.0,1930.0,7.0,60.0,8
Hyundai,1075000,12020,Petrol,Automatic,Mumbai,White,First,Individual,1197,87,115,FWD,3995.0,1775.0,1505.0,5.0,37.0,4
Hyundai,1650000,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0,5
Audi,1575000,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968,141,320,FWD,4701.0,1826.0,1427.0,5.0,63.0,11
BMW,1950000,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,1995,184,380,AWD,4648.0,1881.0,1661.0,5.0,67.0,11
BMW,6390000,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0,3
Hyundai,1080000,68000,Diesel,Manual,Bhopal,White,First,Individual,1396,89,224,FWD,4270.0,1780.0,1630.0,5.0,60.0,6
Audi,5500000,24000,Diesel,Automatic,Gurgaon,White,First,Individual,2967,245,600,AWD,5052.0,1968.0,1740.0,7.0,75.0,8
Hyundai,1080000,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493,99,240,FWD,3995.0,1770.0,1605.0,5.0,45.0,5
Mahindra,800000,25000,Diesel,Manual,Mumbai,Grey,First,Corporate,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,10
Datsun,335000,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198,67,104,FWD,3995.0,1635.0,1490.0,7.0,35.0,8
Hyundai,1185000,10700,Petrol,Manual,Jaipur,White,First,Individual,998,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0,4
Hyundai,894999,25000,Petrol,Automatic,Mumbai,White,First,Individual,1197,87,115,FWD,3995.0,1775.0,1505.0,5.0,37.0,4
Honda,650000,54000,Petrol,Automatic,Varanasi,White,Second,Individual,1199,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0,6
Maruti Suzuki,550000,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0,9
Audi,1650000,139000,Diesel,Automatic,Jaipur,White,Second,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,9
Skoda,1600000,1300,Petrol,Manual,Mumbai,Red,First,Individual,999,114,178,FWD,4225.0,1760.0,1612.0,5.0,50.0,3
Hyundai,1175000,20000,Petrol,Manual,Delhi,Black,First,Individual,1591,121,158,FWD,4375.0,1700.0,1475.0,5.0,43.0,6
Mitsubishi,1995000,122000,Diesel,Automatic,Kota,Silver,First,Individual,2477,176,350,RWD,4695.0,1815.0,1840.0,7.0,70.0,7
Hyundai,575000,38000,Diesel,Manual,Patna,Silver,First,Individual,1396,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0,9
MG,1975000,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956,169,350,FWD,4655.0,1835.0,1760.0,5.0,60.0,4
Hyundai,1625000,27800,Diesel,Manual,Gurgaon,White,First,Individual,1493,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0,3
Maruti Suzuki,695000,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,6
Toyota,875000,23148,Petrol,Automatic,Bangalore,Red,First,Individual,1496,106,140,FWD,4425.0,1730.0,1495.0,5.0,42.0,7
Skoda,1495000,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,1798,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0,8
Maruti Suzuki,725000,11874,Petrol,Automatic,Pune,White,First,Individual,1197,82,113,FWD,3840.0,1735.0,1530.0,5.0,37.0,6
Hyundai,875000,50000,Petrol,Manual,Mumbai,Silver,First,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Ford,2350000,75000,Diesel,Automatic,Mohali,White,Second,Individual,2198,158,385,RWD,4892.0,1860.0,1837.0,7.0,80.0,9
BMW,2690000,15500,Diesel,Automatic,Delhi,Blue,First,Individual,1995,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0,6
Maruti Suzuki,695000,82445,Diesel,Manual,Hyderabad,Grey,Second,Individual,1248,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0,9
Honda,600000,75574,Petrol,Manual,Jaipur,Others,Second,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,11
Maruti Suzuki,375000,64000,CNG,Manual,Mumbai,Silver,First,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,10
Hyundai,315000,75000,Petrol,Manual,Pune,White,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,13
Ford,775000,14095,Petrol,Manual,Delhi,White,First,Individual,1499,109,140,FWD,3999.0,1765.0,1708.0,5.0,52.0,6
Audi,3075000,17000,Diesel,Automatic,Delhi,White,First,Individual,1968,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0,8
Renault,415000,70000,Diesel,Manual,Delhi,White,First,Individual,1461,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0,11
Maruti Suzuki,765000,68000,Diesel,Manual,Delhi,Grey,First,Individual,1248,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0,8
Maruti Suzuki,520000,40000,Petrol,Manual,Patna,Grey,Second,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,7
Jaguar,3900000,39000,Diesel,Automatic,Delhi,Black,First,Individual,2993,271,600,RWD,5252.0,1899.0,1457.0,5.0,83.0,10
Hyundai,850000,72000,Diesel,Manual,Ahmedabad,Red,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,9
Maruti Suzuki,969999,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0,9
Maruti Suzuki,575000,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0,9
Ford,3900000,41086,Diesel,Automatic,Pune,White,Second,Individual,1996,168,420,AWD,4903.0,1869.0,1837.0,7.0,80.0,4
BMW,1395000,65000,Diesel,Automatic,Kolkata,Black,Second,Individual,1995,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0,12
Skoda,1625000,7900,Petrol,Automatic,Pune,Silver,First,Individual,999,114,178,FWD,4225.0,1760.0,1612.0,5.0,50.0,4
Kia,1499000,22000,Diesel,Automatic,Mumbai,Red,First,Individual,1493,113,250,FWD,3995.0,1790.0,1647.0,5.0,45.0,4
Volkswagen,2050000,73000,Diesel,Automatic,Coimbatore,White,Second,Individual,1968,141,340,AWD,4486.0,1839.0,1672.0,5.0,71.0,7
Skoda,1300000,55000,Petrol,Automatic,Hyderabad,Grey,Second,Individual,1798,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0,9
Skoda,3199000,6900,Diesel,Automatic,Delhi,Grey,First,Individual,1968,174,350,FWD,4861.0,1864.0,1483.0,5.0,66.0,6
Maruti Suzuki,450000,65000,Petrol,Manual,Kanpur,Grey,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,8
Honda,675000,48000,Diesel,Manual,Mumbai,White,First,Individual,1498,99,200,FWD,4386.0,1683.0,1603.0,7.0,42.0,10
Maruti Suzuki,280000,48000,Petrol,Manual,Kanpur,Silver,Second,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,7
Maruti Suzuki,425000,18000,Petrol,Manual,Delhi,Grey,First,Individual,998,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0,7
Rolls-Royce,20000000,27000,Petrol,Automatic,Delhi,Blue,Third,Individual,6592,570,780,RWD,5569.0,1948.0,1550.0,5.0,82.5,14
Mercedes-Benz,1250000,78000,Diesel,Automatic,Mohali,White,First,Individual,2143,170,400,RWD,4596.0,1770.0,1447.0,5.0,66.0,13
Hyundai,1175000,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199,194,437,AWD,4690.0,1880.0,1690.0,7.0,64.0,11
Hyundai,545000,43000,CNG,Manual,Mumbai,Silver,First,Individual,1086,58,84,FWD,3610.0,1645.0,1560.0,5.0,60.0,6
Mercedes-Benz,495000,95200,Diesel,Automatic,Mumbai,Grey,First,Corporate,2148,170,410,RWD,4581.0,1770.0,1447.0,5.0,66.0,17
Maruti Suzuki,500000,26000,Petrol,Manual,Delhi,White,First,Individual,1197,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0,9
Maruti Suzuki,390000,70000,Petrol,Automatic,Ahmedabad,White,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,10
Maruti Suzuki,575000,31000,CNG,Manual,Delhi,Grey,First,Individual,998,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0,6
Hyundai,250000,54556,Petrol,Manual,Lucknow,White,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,13
Maruti Suzuki,685000,74000,Petrol,Manual,Pune,Blue,First,Individual,1197,89,113,FWD,3995.0,1735.0,1515.0,5.0,37.0,6
Renault,320000,64000,Petrol,Manual,Mohali,Silver,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,9
Maruti Suzuki,620000,85000,Diesel,Manual,Karnal,White,Second,Individual,1598,118,320,FWD,4300.0,1765.0,1590.0,5.0,48.0,9
Maruti Suzuki,600000,54000,Petrol,Manual,Mohali,White,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,7
Jeep,1750000,57000,Petrol,Automatic,Hyderabad,Silver,First,Individual,1368,160,250,FWD,4395.0,1818.0,1640.0,5.0,60.0,6
Land Rover,4950000,38000,Diesel,Automatic,Thane,White,First,Individual,1999,177,430,AWD,4600.0,2173.0,1690.0,7.0,65.0,7
Hyundai,1015000,68566,Diesel,Automatic,Ahmedabad,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,10
Toyota,390000,68195,Petrol,Manual,Ahmedabad,White,First,Individual,1794,132,170,FWD,4540.0,1760.0,1480.0,5.0,55.0,16
Maruti Suzuki,755000,57000,Petrol,Manual,Delhi,White,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,8
Hyundai,1825000,45000,Petrol,Automatic,Delhi,White,First,Individual,1353,138,242,FWD,4300.0,1790.0,1635.0,5.0,50.0,4
Maruti Suzuki,416000,60116,Petrol,Automatic,Bangalore,Grey,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,11
Maruti Suzuki,325000,82202,Diesel,Manual,Jalandhar,White,Second,Individual,1248,75,190,FWD,4160.0,1690.0,1530.0,5.0,43.0,15
Maruti Suzuki,218000,51000,Petrol,Manual,Coimbatore,Gold,Second,Individual,1061,67,84,FWD,3520.0,1475.0,1690.0,5.0,35.0,17
Maruti Suzuki,650000,86000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0,8
Honda,790000,41000,Diesel,Manual,Raipur,Silver,First,Individual,1498,99,200,FWD,3999.0,1734.0,1601.0,5.0,40.0,7
Honda,540000,76000,Diesel,Manual,Agra,Red,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,10
Maruti Suzuki,375000,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,1248,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0,14
BMW,3990000,12500,Petrol,Automatic,Delhi,White,First,Individual,1998,189,280,FWD,4447.0,1821.0,1598.0,5.0,51.0,4
Porsche,10900000,6300,Petrol,Automatic,Hyderabad,Grey,First,Corporate,1988,295,380,RWD,4379.0,1801.0,1281.0,2.0,54.0,7
Maruti Suzuki,245000,114000,Petrol,Manual,Mumbai,Gold,First,Individual,1298,87,113,FWD,4160.0,1690.0,1530.0,5.0,43.0,16
Maruti Suzuki,260000,25862,Petrol,Manual,Kolkata,Blue,First,Individual,998,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0,10
Ford,240000,72000,Diesel,Manual,Hyderabad,White,First,Individual,1399,69,160,FWD,3795.0,1680.0,1427.0,5.0,45.0,15
Hyundai,800000,90000,Diesel,Manual,Lucknow,Silver,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,10
Honda,745000,38000,Petrol,Manual,Gurgaon,Silver,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,9
Mercedes-Benz,7390000,7000,Diesel,Automatic,Mumbai,Grey,First,Individual,1950,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0,4
Honda,675000,74237,Petrol,Manual,Nashik,White,First,Individual,1199,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0,6
BMW,2650000,53000,Diesel,Automatic,Delhi,Blue,Second,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,7
Maruti Suzuki,340000,52303,Petrol,Manual,Bhopal,Grey,First,Commercial Registration,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,9
Maruti Suzuki,620000,42356,Petrol,Manual,Varanasi,Red,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,6
Maruti Suzuki,297000,84000,Diesel,Manual,Delhi,White,First,Individual,1248,89,200,FWD,4490.0,1735.0,1560.0,5.0,50.0,12
Toyota,500000,114000,Diesel,Manual,Ambala Cantt,Grey,First,Individual,1364,67,170,FWD,3775.0,1695.0,1510.0,5.0,45.0,9
Hyundai,1149000,26894,Petrol,Automatic,Hyderabad,Black,First,Individual,1591,121,151,FWD,4440.0,1729.0,1475.0,5.0,45.0,6
Mercedes-Benz,2650000,70000,Diesel,Automatic,Pune,Brown,Second,Individual,2143,168,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,8
Toyota,1375000,98352,Diesel,Manual,Patna,White,First,Individual,2982,169,343,RWD,4705.0,1840.0,1850.0,7.0,80.0,13
Hyundai,235000,107000,Petrol,Manual,Coimbatore,Grey,Third,Individual,1086,67,99,FWD,3565.0,1595.0,1550.0,5.0,35.0,16
Toyota,3090000,52000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,8
Lexus,4375000,31059,Petrol,Automatic,Bangalore,Brown,First,Individual,2494,202,213,RWD,4915.0,1820.0,1450.0,5.0,65.0,8
Maruti Suzuki,749000,114000,Diesel,Manual,Faridabad,Grey,First,Individual,1598,118,320,FWD,4300.0,1765.0,1590.0,5.0,48.0,8
Mahindra,785000,44000,Diesel,Manual,Mumbai,White,First,Individual,1493,100,240,RWD,3995.0,1835.0,1839.0,7.0,60.0,8
Hyundai,750000,72000,Diesel,Manual,Chennai,Maroon,First,Individual,1396,89,220,FWD,3995.0,1760.0,1555.0,5.0,45.0,8
Mercedes-Benz,4150000,8000,Diesel,Automatic,Delhi,Blue,First,Individual,1950,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0,6
Maruti Suzuki,320000,54000,Petrol,Manual,Mohali,White,First,Individual,998,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0,11
Mercedes-Benz,1750000,99000,Diesel,Automatic,Chennai,White,Second,Individual,2143,134,300,FWD,4417.0,1804.0,1494.0,5.0,50.0,10
Mahindra,944999,88000,Diesel,Manual,Hyderabad,White,First,Individual,1493,100,240,RWD,3995.0,1795.0,1817.0,7.0,60.0,6
Land Rover,27500000,11000,Diesel,Automatic,Hyderabad,White,Second,Individual,2993,244,600,AWD,5199.0,2220.0,1840.0,4.0,105.0,5
Ford,4100000,19000,Diesel,Automatic,Hyderabad,White,First,Individual,1996,168,420,AWD,4903.0,1869.0,1837.0,7.0,80.0,4
MG,1750000,33000,Petrol,Automatic,Ahmedabad,Black,First,Individual,1451,141,250,FWD,4655.0,1835.0,1760.0,5.0,60.0,4
Maruti Suzuki,811000,44153,Diesel,Manual,Patna,White,First,Individual,1248,89,200,FWD,4395.0,1735.0,1690.0,7.0,45.0,7
Land Rover,6900000,32368,Diesel,Automatic,Chennai,White,First,Individual,2179,188,420,AWD,4600.0,2069.0,1724.0,7.0,65.0,5
Hyundai,725000,42000,Diesel,Manual,Ludhiana,White,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,9
Jaguar,4600000,56000,Diesel,Automatic,Chennai,Blue,First,Individual,1999,177,430,RWD,5067.0,2091.0,1457.0,5.0,66.0,5
Land Rover,19300000,63000,Diesel,Automatic,Bangalore,Black,First,Individual,2993,244,600,AWD,4999.0,2220.0,1835.0,5.0,105.0,6
Hyundai,650000,49422,Petrol,Automatic,Pune,Silver,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,8
MG,1925000,19000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1451,141,250,FWD,4720.0,1835.0,1760.0,6.0,60.0,4
Honda,590000,75258,Petrol,Automatic,Mumbai,White,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,10
Hyundai,495000,46000,CNG,Manual,Agra,Silver,First,Individual,1086,58,84,FWD,3610.0,1645.0,1560.0,5.0,60.0,6
Maruti Suzuki,695000,68921,Diesel,Manual,Hyderabad,Red,First,Individual,1248,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0,9
Hyundai,799000,79800,Diesel,Manual,Karnal,Grey,First,Individual,1582,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0,7
Volkswagen,325000,53000,Petrol,Manual,Meerut,Red,Second,Individual,1198,74,110,FWD,3970.0,1682.0,1453.0,5.0,45.0,12
Mahindra,1190000,59000,Diesel,Manual,Patna,White,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,7.0,60.0,7
Jaguar,5800000,30000,Diesel,Automatic,Pune,White,First,Individual,2993,225,689,RWD,5255.0,2105.0,1460.0,5.0,77.0,8
Maruti Suzuki,750000,58000,Petrol,Manual,Varanasi,White,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,4
Mercedes-Benz,2600000,94000,Diesel,Automatic,Mumbai,White,First,Individual,2997,254,619,AWD,4804.0,2141.0,1796.0,5.0,70.0,11
Maruti Suzuki,299000,45000,CNG,Manual,Pune,Silver,First,Individual,796,48,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,8
Toyota,3470000,62152,Diesel,Automatic,Mumbai,Silver,First,Individual,2755,174,450,AWD,4795.0,1855.0,1835.0,7.0,80.0,7
Hyundai,1075000,28000,Petrol,Automatic,Chennai,Blue,First,Individual,998,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0,6
Hyundai,650000,15000,Petrol,Automatic,Chandigarh,Silver,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,6
Honda,425000,53610,Petrol,Manual,Gurgaon,White,Second,Individual,1198,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0,11
Nissan,445000,75000,Diesel,Manual,Delhi,White,First,Individual,1461,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0,11
Maruti Suzuki,1225000,16000,Petrol,Manual,Delhi,Grey,First,Individual,1462,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0,3
Audi,1350000,60000,Diesel,Automatic,Delhi,Black,First,Individual,1968,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0,10
Mercedes-Benz,1450000,45000,Diesel,Automatic,Ranchi,White,First,Individual,2143,170,400,RWD,4596.0,1770.0,1447.0,5.0,66.0,11
Toyota,2749000,120000,Diesel,Automatic,Faridabad,White,First,Individual,2755,174,450,AWD,4795.0,1855.0,1835.0,7.0,80.0,8
Hyundai,141000,56400,Petrol,Manual,Jamshedpur,Silver,Third,Individual,1086,62,96,FWD,3565.0,1525.0,1590.0,5.0,35.0,16
Hyundai,1375000,70000,Diesel,Automatic,Bangalore,White,First,Individual,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Toyota,1825000,82567,Diesel,Manual,Bangalore,White,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,9
Audi,4900000,32000,Diesel,Automatic,Hyderabad,Blue,First,Individual,2967,247,580,AWD,5265.0,1949.0,1471.0,4.0,90.0,10
Honda,525000,68244,Diesel,Manual,Indore,Silver,Second,Individual,1498,98,200,FWD,3955.0,1694.0,1544.0,5.0,40.0,10
Audi,3300000,25000,Diesel,Automatic,Chennai,Brown,Second,Individual,2967,241,550,AWD,5089.0,1983.0,1737.0,6.0,100.0,11
Hyundai,405000,34000,Petrol,Manual,Hyderabad,Red,First,Individual,814,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0,7
Audi,2550000,36000,Diesel,Automatic,Delhi,Blue,First,Individual,1968,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,8
Honda,875000,36000,Petrol,Manual,Pune,Bronze,First,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,6
Maruti Suzuki,355000,68005,Petrol,Manual,Ranchi,White,First,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,11
Ford,925000,74797,Diesel,Manual,Udupi,White,First,Individual,1498,99,205,FWD,3998.0,1765.0,1647.0,5.0,52.0,7
Land Rover,6500000,12000,Diesel,Automatic,Hyderabad,White,First,Individual,1999,177,430,AWD,4360.0,2120.0,1635.0,5.0,57.0,4
Hyundai,625000,31000,Petrol,Manual,Kanpur,White,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0,6
Datsun,425000,7520,Petrol,Manual,Bangalore,Red,First,Individual,999,67,91,FWD,3429.0,1560.0,1541.0,5.0,28.0,5
Hyundai,550000,58078,Petrol,Manual,Mysore,Silver,Second,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,10
Volkswagen,434999,79081,Diesel,Manual,Delhi,Grey,First,Individual,1598,103,250,FWD,4384.0,1699.0,1466.0,5.0,55.0,11
Mercedes-Benz,5900000,28000,Diesel,Automatic,Delhi,White,First,Individual,2987,255,620,AWD,4819.0,2141.0,1796.0,5.0,93.0,7
Mercedes-Benz,3500000,72000,Diesel,Automatic,Faridabad,White,First,Individual,2143,168,400,AWD,4656.0,1890.0,1639.0,5.0,66.0,8
Hyundai,1750000,23000,Petrol,Automatic,Delhi,White,First,Individual,1353,138,242,FWD,4300.0,1790.0,1635.0,5.0,50.0,3
Hyundai,425000,11628,Petrol,Manual,Kolkata,Black,First,Individual,1197,81,114,FWD,3995.0,1660.0,1520.0,5.0,43.0,10
Ford,675000,81323,Diesel,Manual,Hyderabad,Silver,First,Individual,1498,99,205,FWD,3998.0,1765.0,1647.0,5.0,52.0,8
Maruti Suzuki,675000,50000,Diesel,Manual,Mohali,Grey,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,9
Toyota,1725000,145000,Diesel,Manual,Lucknow,White,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,9
Audi,1760000,48000,Petrol,Automatic,Delhi,White,First,Individual,1798,178,250,FWD,4456.0,1796.0,1416.0,5.0,50.0,8
Maruti Suzuki,730000,80000,Diesel,Manual,Kanpur,Yellow,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,8
Maruti Suzuki,301000,28513,Petrol,Manual,Ahmedabad,Others,First,Individual,1197,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0,14
Maruti Suzuki,275000,42000,LPG,Manual,Bhopal,White,Second,Individual,998,46,85,FWD,3595.0,1475.0,1700.0,5.0,28.0,14
Ford,225000,87000,Diesel,Manual,Mohali,Grey,First,Individual,1399,68,160,FWD,3795.0,1680.0,1427.0,5.0,45.0,12
Maruti Suzuki,285000,45600,Petrol,Manual,Jamshedpur,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,8
Volkswagen,350000,78000,Diesel,Manual,Dehradun,White,Second,Individual,1598,103,250,FWD,4384.0,1699.0,1466.0,5.0,55.0,12
Rolls-Royce,20000000,55000,Petrol,Automatic,Chennai,White,Third,Individual,6592,570,780,RWD,5569.0,1948.0,1550.0,5.0,82.5,13
Mercedes-Benz,12900000,3000,Diesel,Automatic,Delhi,White,First,Individual,2925,326,700,AWD,5207.0,2157.0,1823.0,7.0,90.0,4
Skoda,1650000,52458,Petrol,Automatic,Mumbai,Black,First,Individual,1798,177,250,FWD,4861.0,1864.0,1483.0,5.0,66.0,8
Maruti Suzuki,265000,30000,CNG,Manual,Kanpur,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,8
Tata,395000,46992,Petrol,Manual,Gurgaon,White,First,Individual,1199,84,114,FWD,3746.0,1647.0,1535.0,5.0,35.0,8
Honda,500000,54440,Petrol,Manual,Mumbai,Silver,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,9
Mahindra,2770000,32000,Diesel,Automatic,Faridabad,Black,First,Individual,2157,178,420,AWD,4850.0,1960.0,1845.0,7.0,70.0,6
Mercedes-Benz,2450000,103000,Diesel,Automatic,Mumbai,White,First,Individual,2143,203,500,AWD,4804.0,2141.0,1796.0,5.0,70.0,10
Audi,3125000,28600,Petrol,Automatic,Lucknow,White,First,Individual,1798,170,320,FWD,4701.0,1826.0,1427.0,5.0,63.0,5
Kia,2950000,72000,Diesel,Automatic,Chandigarh,White,First,Individual,2199,197,440,FWD,5115.0,1985.0,1755.0,7.0,60.0,5
Maruti Suzuki,620000,64906,Diesel,Manual,Varanasi,Grey,First,Individual,1248,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0,9
Mercedes-Benz,2250000,79000,Diesel,Automatic,Chennai,Red,First,Individual,2143,168,350,AWD,4417.0,1804.0,1494.0,5.0,50.0,9
Maruti Suzuki,565000,64000,Petrol,Manual,Ranchi,Brown,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,8
Hyundai,550000,56000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,7
Mahindra,1550000,12000,Diesel,Manual,Delhi,White,First,Individual,2179,137,319,RWD,4456.0,1820.0,1995.0,7.0,60.0,3
Maruti Suzuki,711000,67900,Diesel,Manual,Mumbai,Red,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
Tata,375000,48144,Petrol,Manual,Kolkata,Grey,First,Individual,1199,84,114,FWD,3992.0,1677.0,1537.0,5.0,35.0,7
BMW,4475000,7100,Diesel,Automatic,Chennai,Orange,First,Individual,1995,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0,4
Porsche,9100000,9000,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984,248,370,AWD,4696.0,1923.0,1624.0,5.0,65.0,3
Maruti Suzuki,245000,64000,Petrol,Manual,Ranchi,Silver,First,Individual,998,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0,9
Honda,690000,38000,Diesel,Manual,Patna,Brown,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,9
Toyota,944999,65321,Diesel,Manual,Patna,White,First,Individual,2494,101,200,RWD,4585.0,1765.0,1760.0,8.0,55.0,9
Mercedes-Benz,1350000,80000,Petrol,Automatic,Bangalore,White,Third,Individual,1595,121,200,FWD,4292.0,1780.0,1433.0,4.0,50.0,11
